"","X","sample_id","latitude","longitude","lat_range.x","long_range.x","label.x","site_name","site_number","reporting_area","geo_group","p16.x","p42.x","plmw.x","phmw.x","pcb.x","p450","sod","shell","ci1","ci2","ci3","geo","lat_range.y","long_range.y","label.y","Analyte.x","Units.x","DryValue.x","Comments.x","pcb.y","DryValue_Group.x","Analyte.y","Units.y","DryValue.y","Comments.y","p16.y","DryValue_Group.y","Analyte.x.x","Units.x.x","DryValue.x.x","Comments.x.x","p42.y","Analyte.y.y","Units.y.y","DryValue.y.y","Comments.y.y","phmw.y","DryValue_Group.x.x","Analyte.x.x.x","Units.x.x.x","plmw.y","Comments.x.x.x","DryValue_Group.y.y","Analyte.y.y.y","Units.y.y.y","DryValue.x.x.x","Comments.y.y.y","phmw","DryValue_Group","Analyte","Units","DryValue.y.y.y","Comments","p42"
"193",193,193,48.0697859,-122.2997764,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Tulalip Reservation",70,8.2,4,4,4,5,4,1,2520935,10.007,0.64,0.033,0.699,0.046,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",22.9909958,NA,1,"1","SumPAHs16","ng/g",123.7976695,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",253.4904661,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"1","SumPAHsLMW","ng/g",135.5879237,NA,"1","SumPAHsHMW","ng/g",117.9025424,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",253.4904661,NA,1
"194",194,194,47.30515,-122.44441,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Browns Point Lighthouse",54,11,4,4,4,5,4,1,1869821,3.733,0.84,0.035,0.659,0.051,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",40.3696984,NA,3,"2","SumPAHs16","ng/g",175.520428,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2,"SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHsLMW","ng/g",257.4299611,NA,"1","SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2
"195",195,195,47.30515,-122.44441,"48.48 - 48.82",-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Browns Point Lighthouse",54,11,4,4,4,5,4,1,10377436,1.51,0.8,0.037,0.721,0.06,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",40.3696984,NA,3,"2","SumPAHs16","ng/g",175.520428,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2,"SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHsLMW","ng/g",257.4299611,NA,"1","SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2
"196",196,196,47.30515,-122.44441,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Browns Point Lighthouse",54,11,6,1,1,1,1,1,9951688,2.472,0.82,0.036,0.712,0.061,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",40.3696984,NA,3,"2","SumPAHs16","ng/g",175.520428,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2,"SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHsLMW","ng/g",257.4299611,NA,"1","SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2
"197",197,197,47.30515,-122.44441,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Browns Point Lighthouse",54,11,6,1,1,1,1,1,9992062,1.531,0.935,0.038,0.702,0.056,"5","47.19 - 47.5","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.5
Long: -122.64 - -122.33","Sum40CBs","ng/g",40.3696984,NA,3,"2","SumPAHs16","ng/g",175.520428,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2,"SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHsLMW","ng/g",257.4299611,NA,"1","SumPAHsHMW","ng/g",181.3711089,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",438.80107,NA,2
"198",198,198,47.17650485,-122.9046464,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Squaxin Island",38,13,6,1,1,1,1,1,9659247,2.864,0.85,0.034,0.679,0.059,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",25.2470225,NA,1,"1","SumPAHs16","ng/g",71.20955056,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1,"SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHsLMW","ng/g",97.10393258,NA,"1","SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1
"199",199,199,47.17650485,-122.9046464,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Squaxin Island",38,13,6,1,1,1,1,1,5609584,16.642,0.955,0.037,0.663,0.055,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",25.2470225,NA,1,"1","SumPAHs16","ng/g",71.20955056,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1,"SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHsLMW","ng/g",97.10393258,NA,"1","SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1
"200",200,200,47.17650485,-122.9046464,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Squaxin Island",38,13,2,1,1,1,1,2,6607122,0.00354,0.925,0.03,0.666,0.051,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",25.2470225,NA,1,"1","SumPAHs16","ng/g",71.20955056,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1,"SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHsLMW","ng/g",97.10393258,NA,"1","SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1
"201",201,201,47.17650485,-122.9046464,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Squaxin Island",38,13,2,1,1,1,1,2,2867682,6.788,0.695,0.038,0.719,0.055,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",25.2470225,NA,1,"1","SumPAHs16","ng/g",71.20955056,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1,"SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHsLMW","ng/g",97.10393258,NA,"1","SumPAHsHMW","ng/g",77.68314607,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",174.7870787,NA,1
"202",202,202,47.30008,-122.74566,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maple Hollow Park",51,13,2,1,1,1,1,2,5080836,0.00354,0.8,0.039,0.716,0.05,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",35.9876543,NA,2,"2","SumPAHs16","ng/g",71.97530864,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHsLMW","ng/g",111.2345679,NA,"1","SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1
"203",203,203,47.30008,-122.74566,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maple Hollow Park",51,13,2,1,1,1,1,2,34233996,3.694,0.665,0.034,0.698,0.053,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",35.9876543,NA,2,"2","SumPAHs16","ng/g",71.97530864,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHsLMW","ng/g",111.2345679,NA,"1","SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1
"204",204,204,47.30008,-122.74566,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maple Hollow Park",51,13,2,1,1,1,1,1,1210309,0.00354,0.735,0.036,0.71,0.057,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",35.9876543,NA,2,"2","SumPAHs16","ng/g",71.97530864,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHsLMW","ng/g",111.2345679,NA,"1","SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1
"205",205,205,47.30008,-122.74566,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Maple Hollow Park",51,13,2,1,1,1,1,1,NA,14.787,0.9,0.037,0.717,0.057,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",35.9876543,NA,2,"2","SumPAHs16","ng/g",71.97530864,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1,"SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHsLMW","ng/g",111.2345679,NA,"1","SumPAHsHMW","ng/g",64.77777778,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",176.6666667,NA,1
"206",206,206,47.9726,-122.22977,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Everett Harbor",66,8.2,2,1,1,1,1,1,8135083,0.00354,0.885,0.036,0.677,0.058,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",34.618573,NA,2,"2","SumPAHs16","ng/g",173.0928652,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHsLMW","ng/g",206.3799547,NA,"1","SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2
"207",207,207,47.9726,-122.22977,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Everett Harbor",66,8.2,2,1,1,1,1,1,6115910,5.493,0.865,0.032,0.621,0.046,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",34.618573,NA,2,"2","SumPAHs16","ng/g",173.0928652,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHsLMW","ng/g",206.3799547,NA,"1","SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2
"208",208,208,47.9726,-122.22977,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Everett Harbor",66,8.2,1,1,1,1,1,3,5808287,3.773,0.675,0.035,0.669,0.048,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",34.618573,NA,2,"2","SumPAHs16","ng/g",173.0928652,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHsLMW","ng/g",206.3799547,NA,"1","SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2
"209",209,209,47.9726,-122.22977,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Everett Harbor",66,8.2,1,1,1,1,1,3,3196291,0.00354,0.68,0.035,0.666,0.045,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",34.618573,NA,2,"2","SumPAHs16","ng/g",173.0928652,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2,"SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHsLMW","ng/g",206.3799547,NA,"1","SumPAHsHMW","ng/g",166.4354473,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",372.815402,NA,2
"210",210,210,48.52108,-122.61531,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","N Avenue Park",62,7,1,1,1,1,1,3,3680656,0.027,0.9,0.036,0.707,0.058,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",26.5913151,NA,1,"1","SumPAHs16","ng/g",976.8238213,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","3","SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4
"211",211,211,48.52108,-122.61531,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","N Avenue Park",62,7,1,1,1,1,1,3,8637809,0.064,0.79,0.033,0.695,0.054,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",26.5913151,NA,1,"1","SumPAHs16","ng/g",976.8238213,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","3","SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4
"212",212,212,48.52108,-122.61531,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","N Avenue Park",62,7,5,3,3,3,2,3,5167150,5.692,0.89,0.042,0.675,0.062,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",26.5913151,NA,1,"1","SumPAHs16","ng/g",976.8238213,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","3","SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4
"213",213,213,48.52108,-122.61531,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","N Avenue Park",62,7,5,3,3,3,2,3,9574142,0.00354,0.71,0.036,0.697,0.054,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",26.5913151,NA,1,"1","SumPAHs16","ng/g",976.8238213,NA,4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4,"SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHsLMW","ng/g",1248.163772,"dNPH Surrogate recovery below minimum QA value (60%)","3","SumPAHsHMW","ng/g",1085.359801,"dNPH Surrogate recovery below minimum QA value (60%)",4,"3","SumPAHs42_DMNcorrected","ng/g",2333.523573,NA,4
"214",214,214,48.520971,-122.600717,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Cap Sante",64,7,5,3,3,3,2,3,1293401,14.371,0.955,0.026,0.635,0.038,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",22.2824818,NA,1,"1","SumPAHs16","ng/g",63.66423358,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2,"SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHsLMW","ng/g",254.6569343,NA,"1","SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2
"215",215,215,48.520971,-122.600717,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Cap Sante",64,7,5,3,3,3,2,3,4081903,4.895,0.725,0.035,0.723,0.054,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",22.2824818,NA,1,"1","SumPAHs16","ng/g",63.66423358,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2,"SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHsLMW","ng/g",254.6569343,NA,"1","SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2
"216",216,216,48.520971,-122.600717,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Cap Sante",64,7,2,4,4,4,4,4,1544138,42.805,0.6,0.035,0.723,0.054,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",22.2824818,NA,1,"1","SumPAHs16","ng/g",63.66423358,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2,"SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHsLMW","ng/g",254.6569343,NA,"1","SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2
"217",217,217,48.520971,-122.600717,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Cap Sante",64,7,2,4,4,4,4,4,11524795,11.947,0.88,0.036,0.66,0.048,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",22.2824818,NA,1,"1","SumPAHs16","ng/g",63.66423358,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2,"SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHsLMW","ng/g",254.6569343,NA,"1","SumPAHsHMW","ng/g",120.9620438,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",375.6189781,NA,2
"218",218,218,47.32598,-122.66724,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Raft Island Park",53,13,2,4,4,4,4,4,6066971,0.00354,0.58,0.037,0.754,0.055,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",33.0675579,NA,2,"2","SumPAHs16","ng/g",70.35650624,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHsLMW","ng/g",91.46345811,NA,"1","SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1
"219",219,219,47.32598,-122.66724,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Raft Island Park",53,13,2,4,4,4,4,4,6061146,2.855,0.595,0.033,0.679,0.048,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",33.0675579,NA,2,"2","SumPAHs16","ng/g",70.35650624,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHsLMW","ng/g",91.46345811,NA,"1","SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1
"220",220,220,47.32598,-122.66724,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Raft Island Park",53,13,2,4,4,4,4,4,3033147,11.029,0.805,0.034,0.731,0.052,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",33.0675579,NA,2,"2","SumPAHs16","ng/g",70.35650624,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHsLMW","ng/g",91.46345811,NA,"1","SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1
"221",221,221,47.32598,-122.66724,"47.78 - 48.21",-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7","Raft Island Park",53,13,2,4,4,4,4,4,1581059,1.226,0.635,0.038,0.734,0.055,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","Sum40CBs","ng/g",33.0675579,NA,2,"2","SumPAHs16","ng/g",70.35650624,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1,"SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHsLMW","ng/g",91.46345811,NA,"1","SumPAHsHMW","ng/g",61.91372549,NA,1,"1","SumPAHs42_DMNcorrected","ng/g",147.7486631,NA,1
"222",222,222,48.5069444,-123.0194444,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Friday Harbor",61,7,5,1,1,1,1,2,6899779,0.00354,0.895,0.034,0.683,0.044,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",16.2941597,NA,1,"1","SumPAHs16","ng/g",338.4171633,NA,3,"1","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHsLMW","ng/g",206.8104887,NA,"1","SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2
"223",223,223,48.5069444,-123.0194444,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Friday Harbor",61,7,5,1,1,1,1,2,4285885,12.311,0.625,0.034,0.698,0.052,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",16.2941597,NA,1,"1","SumPAHs16","ng/g",338.4171633,NA,3,"1","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHsLMW","ng/g",206.8104887,NA,"1","SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2
"224",224,224,48.5069444,-123.0194444,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Friday Harbor",61,7,5,1,1,1,1,2,3660475,2.297,0.735,0.022,0.557,0.03,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",16.2941597,NA,1,"1","SumPAHs16","ng/g",338.4171633,NA,3,"1","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHsLMW","ng/g",206.8104887,NA,"1","SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2
"225",225,225,48.5069444,-123.0194444,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Friday Harbor",61,7,5,1,1,1,1,2,6465687,0.00354,0.845,0.037,0.722,0.054,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",16.2941597,NA,1,"1","SumPAHs16","ng/g",338.4171633,NA,3,"1","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHsLMW","ng/g",206.8104887,NA,"1","SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2
"226",226,226,48.5069444,-123.0194444,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Friday Harbor",61,7,5,1,1,1,1,3,5908857,18.935,0.65,0.037,0.703,0.049,"4","48.26 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.26 - 48.82
Long: -123.02 - -122.5","Sum40CBs","ng/g",16.2941597,NA,1,"1","SumPAHs16","ng/g",338.4171633,NA,3,"1","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2,"SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHsLMW","ng/g",206.8104887,NA,"1","SumPAHsHMW","ng/g",319.6162098,NA,2,"2","SumPAHs42_DMNcorrected","ng/g",532.693683,NA,2
"227",227,227,47.81407,-122.3825,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Edmonds Ferry",69,9,5,1,1,1,1,3,16349554,0.818,0.885,0.038,0.695,0.058,"3","47.54 - 48.07","-122.7 - -122.23","Group 3
Lat: 47.54 - 48.07
Long: -122.7 - -122.23","Sum40CBs","ng/g",35.6621963,NA,2,"2","SumPAHs16","ng/g",268.9280374,NA,2,"1","SumPAHs42_DMNcorrected","ng/g",526.1635514,NA,2,"SumPAHsHMW","ng/g",268.9280374,NA,2,"2","SumPAHsLMW","ng/g",257.235514,NA,"1","SumPAHsHMW","ng/g",268.9280374,NA,2,"2","SumPAHs42_DMNcorrected","ng/g",526.1635514,NA,2
