"","sample_id","latitude","longitude","lat_range","long_range","label","site_name","site_number","reporting_area","geo_group","p450","sod","shell","ci1","ci2","ci3","Analyte.x","Units.x","DryValue.x","Comments.x","p16","Analyte.y","Units.y","DryValue.y","Comments.y","p42","Analyte.x.x","Units.x.x","DryValue.x.x","Comments.x.x","phmw.x","Analyte.y.y","Units.y.y","DryValue.y.y","Comments.y.y","phmw.y","Analyte.x.x.x","Units.x.x.x","DryValue","Comments.x.x.x","pcb","Analyte.y.y.y","Units.y.y.y","plmw","Comments.y.y.y","DryValue_Group"
"283",6,47.7296079,-122.5506191,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish Stormwater Outfall",34,10,3,3563340,11.884,0.86,30.795,0.6448,0.0613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",7,47.7296079,-122.5506191,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish Stormwater Outfall",34,10,3,1813227,18.105,0.955,34.438,0.6747,0.0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",8,47.7296079,-122.5506191,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Suquamish Stormwater Outfall",34,10,3,1987132,15.285,0.875,24.713,0.5996,0.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",118,47.259189,-122.434689,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Thea Foss Waterway",46,11,5,9587219,0.0025,0.645,34.52,0.714,0.0529,"SumPAHs16","ng/g",454.3389662,NA,3,"SumPAHs42_DMNcorrected","ng/g",1103.394632,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"Sum40CBs","ng/g",61.6602883,NA,4,"SumPAHsLMW","ng/g",584.1500994,NA,"4"
"287",119,47.259189,-122.434689,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Thea Foss Waterway",46,11,5,5854695,0.0025,0.67,33.325,0.7435,0.0584,"SumPAHs16","ng/g",454.3389662,NA,3,"SumPAHs42_DMNcorrected","ng/g",1103.394632,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"Sum40CBs","ng/g",61.6602883,NA,4,"SumPAHsLMW","ng/g",584.1500994,NA,"4"
"288",120,47.259189,-122.434689,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Thea Foss Waterway",46,11,5,2506610,4.592,0.795,34.306,0.7052,0.062,"SumPAHs16","ng/g",454.3389662,NA,3,"SumPAHs42_DMNcorrected","ng/g",1103.394632,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"Sum40CBs","ng/g",61.6602883,NA,4,"SumPAHsLMW","ng/g",584.1500994,NA,"4"
"289",121,47.259189,-122.434689,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Thea Foss Waterway",46,11,5,2016415,1.33,0.725,35.209,0.6896,0.0535,"SumPAHs16","ng/g",454.3389662,NA,3,"SumPAHs42_DMNcorrected","ng/g",1103.394632,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"Sum40CBs","ng/g",61.6602883,NA,4,"SumPAHsLMW","ng/g",584.1500994,NA,"4"
"290",122,47.259189,-122.434689,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Thea Foss Waterway",46,11,5,4648754,0.0025,0.64,34.78,0.7353,0.0549,"SumPAHs16","ng/g",454.3389662,NA,3,"SumPAHs42_DMNcorrected","ng/g",1103.394632,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"SumPAHsHMW","ng/g",545.2067594,NA,3,"Sum40CBs","ng/g",61.6602883,NA,4,"SumPAHsLMW","ng/g",584.1500994,NA,"4"
"291",277,47.44896,-122.372267,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Three Tree Point",22,11,5,4026125,0.854,0.56,36.954,0.7494,0.051,"SumPAHs16","ng/g",129.6053678,NA,1,"SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"SumPAHsHMW","ng/g",141.387674,NA,1,"Sum40CBs","ng/g",37.1142644,NA,2,"SumPAHsLMW","ng/g",176.7345924,NA,"2"
"292",278,47.44896,-122.372267,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Three Tree Point",22,11,5,2842961,1.541,0.575,31.404,0.6813,0.0502,"SumPAHs16","ng/g",129.6053678,NA,1,"SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"SumPAHsHMW","ng/g",141.387674,NA,1,"Sum40CBs","ng/g",37.1142644,NA,2,"SumPAHsLMW","ng/g",176.7345924,NA,"2"
"293",279,47.44896,-122.372267,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Three Tree Point",22,11,5,2013492,12.831,0.515,28.93,0.727,0.0534,"SumPAHs16","ng/g",129.6053678,NA,1,"SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"SumPAHsHMW","ng/g",141.387674,NA,1,"Sum40CBs","ng/g",37.1142644,NA,2,"SumPAHsLMW","ng/g",176.7345924,NA,"2"
"294",280,47.44896,-122.372267,"47.19 - 47.45",-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Three Tree Point",22,11,5,2568717,24.401,0.575,31.874,0.7566,0.0577,"SumPAHs16","ng/g",129.6053678,NA,1,"SumPAHs42_DMNcorrected","ng/g",312.2311133,NA,2,"SumPAHsHMW","ng/g",141.387674,NA,1,"SumPAHsHMW","ng/g",141.387674,NA,1,"Sum40CBs","ng/g",37.1142644,NA,2,"SumPAHsLMW","ng/g",176.7345924,NA,"2"
"295",135,48.0617,-122.2939,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Bay",67,8.2,6,4297558,15.435,0.695,33.598,0.7048,0.0652,"SumPAHs16","ng/g",181.6903529,NA,2,"SumPAHs42_DMNcorrected","ng/g",356.8917647,NA,2,"SumPAHsHMW","ng/g",168.7124706,NA,1,"SumPAHsHMW","ng/g",168.7124706,NA,1,"Sum40CBs","ng/g",33.7424941,NA,2,"SumPAHsLMW","ng/g",188.1792941,NA,"2"
"296",136,48.0617,-122.2939,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Bay",67,8.2,6,1980727,7.396,0.595,33.773,0.7114,0.0621,"SumPAHs16","ng/g",181.6903529,NA,2,"SumPAHs42_DMNcorrected","ng/g",356.8917647,NA,2,"SumPAHsHMW","ng/g",168.7124706,NA,1,"SumPAHsHMW","ng/g",168.7124706,NA,1,"Sum40CBs","ng/g",33.7424941,NA,2,"SumPAHsLMW","ng/g",188.1792941,NA,"2"
"297",137,48.0617,-122.2939,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Bay",67,8.2,6,8616041,14.146,0.745,32.59,0.7054,0.0592,"SumPAHs16","ng/g",181.6903529,NA,2,"SumPAHs42_DMNcorrected","ng/g",356.8917647,NA,2,"SumPAHsHMW","ng/g",168.7124706,NA,1,"SumPAHsHMW","ng/g",168.7124706,NA,1,"Sum40CBs","ng/g",33.7424941,NA,2,"SumPAHsLMW","ng/g",188.1792941,NA,"2"
"298",138,48.0617,-122.2939,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Bay",67,8.2,6,3139278,2.605,0.72,35.45,0.7348,0.0605,"SumPAHs16","ng/g",181.6903529,NA,2,"SumPAHs42_DMNcorrected","ng/g",356.8917647,NA,2,"SumPAHsHMW","ng/g",168.7124706,NA,1,"SumPAHsHMW","ng/g",168.7124706,NA,1,"Sum40CBs","ng/g",33.7424941,NA,2,"SumPAHsLMW","ng/g",188.1792941,NA,"2"
"299",139,48.0617,-122.2939,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Bay",67,8.2,6,8920913,6.1,0.66,25.069,0.7306,0.059,"SumPAHs16","ng/g",181.6903529,NA,2,"SumPAHs42_DMNcorrected","ng/g",356.8917647,NA,2,"SumPAHsHMW","ng/g",168.7124706,NA,1,"SumPAHsHMW","ng/g",168.7124706,NA,1,"Sum40CBs","ng/g",33.7424941,NA,2,"SumPAHsLMW","ng/g",188.1792941,NA,"2"
"300",140,48.0617,-122.2939,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Bay",67,8.2,6,8605549,31.368,0.75,22.388,0.6424,0.0499,"SumPAHs16","ng/g",181.6903529,NA,2,"SumPAHs42_DMNcorrected","ng/g",356.8917647,NA,2,"SumPAHsHMW","ng/g",168.7124706,NA,1,"SumPAHsHMW","ng/g",168.7124706,NA,1,"Sum40CBs","ng/g",33.7424941,NA,2,"SumPAHsLMW","ng/g",188.1792941,NA,"2"
"301",190,48.0697859,-122.2997764,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Reservation",70,8.2,6,2556710,7.869,0.805,32.342,0.647,0.0475,"SumPAHs16","ng/g",123.7976695,NA,1,"SumPAHs42_DMNcorrected","ng/g",253.4904661,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"Sum40CBs","ng/g",22.9909958,NA,1,"SumPAHsLMW","ng/g",135.5879237,NA,"1"
"302",191,48.0697859,-122.2997764,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Reservation",70,8.2,6,6089843,13.836,0.785,30.791,0.6925,0.0576,"SumPAHs16","ng/g",123.7976695,NA,1,"SumPAHs42_DMNcorrected","ng/g",253.4904661,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"Sum40CBs","ng/g",22.9909958,NA,1,"SumPAHsLMW","ng/g",135.5879237,NA,"1"
"303",192,48.0697859,-122.2997764,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Reservation",70,8.2,6,8854036,0.0025,0.745,32.838,0.6938,0.0512,"SumPAHs16","ng/g",123.7976695,NA,1,"SumPAHs42_DMNcorrected","ng/g",253.4904661,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"Sum40CBs","ng/g",22.9909958,NA,1,"SumPAHsLMW","ng/g",135.5879237,NA,"1"
"304",193,48.0697859,-122.2997764,"47.81 - 48.26",-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23","Tulalip Reservation",70,8.2,6,31917668,0.564,0.725,33.059,0.7282,0.058,"SumPAHs16","ng/g",123.7976695,NA,1,"SumPAHs42_DMNcorrected","ng/g",253.4904661,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"SumPAHsHMW","ng/g",117.9025424,NA,1,"Sum40CBs","ng/g",22.9909958,NA,1,"SumPAHsLMW","ng/g",135.5879237,NA,"1"
"305",182,47.052362,-122.910912,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","West Bay Park",73,13,1,5141401,2.438,0.855,32.412,0.6914,0.0507,"SumPAHs16","ng/g",161.9665484,NA,2,"SumPAHs42_DMNcorrected","ng/g",384.6705525,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"Sum40CBs","ng/g",46.5653827,NA,3,"SumPAHsLMW","ng/g",182.212367,NA,"2"
"306",183,47.052362,-122.910912,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","West Bay Park",73,13,1,3248979,0.0025,0.745,31.456,0.693,0.0494,"SumPAHs16","ng/g",161.9665484,NA,2,"SumPAHs42_DMNcorrected","ng/g",384.6705525,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"Sum40CBs","ng/g",46.5653827,NA,3,"SumPAHsLMW","ng/g",182.212367,NA,"2"
"307",184,47.052362,-122.910912,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","West Bay Park",73,13,1,2150285,12.992,0.61,36.184,0.7767,0.0551,"SumPAHs16","ng/g",161.9665484,NA,2,"SumPAHs42_DMNcorrected","ng/g",384.6705525,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"Sum40CBs","ng/g",46.5653827,NA,3,"SumPAHsLMW","ng/g",182.212367,NA,"2"
"308",185,47.052362,-122.910912,"47.05 - 47.57",-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67","West Bay Park",73,13,1,5028627,5.332,0.705,31.352,0.7168,0.0558,"SumPAHs16","ng/g",161.9665484,NA,2,"SumPAHs42_DMNcorrected","ng/g",384.6705525,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"SumPAHsHMW","ng/g",202.4581855,NA,2,"Sum40CBs","ng/g",46.5653827,NA,3,"SumPAHsLMW","ng/g",182.212367,NA,"2"
"309",252,47.66586,-122.56698,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Williams Olson Park",26,10,3,5112018,0.0025,0.9,32.803,0.6666,0.0542,"SumPAHs16","ng/g",150.6265281,NA,2,"SumPAHs42_DMNcorrected","ng/g",301.2530562,NA,2,"SumPAHsHMW","ng/g",156.6515892,NA,1,"SumPAHsHMW","ng/g",156.6515892,NA,1,"Sum40CBs","ng/g",40.3679095,NA,3,"SumPAHsLMW","ng/g",144.601467,NA,"1"
"310",254,47.66586,-122.56698,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Williams Olson Park",26,10,3,11966241,4.949,0.695,30.731,0.666,0.0518,"SumPAHs16","ng/g",150.6265281,NA,2,"SumPAHs42_DMNcorrected","ng/g",301.2530562,NA,2,"SumPAHsHMW","ng/g",156.6515892,NA,1,"SumPAHsHMW","ng/g",156.6515892,NA,1,"Sum40CBs","ng/g",40.3679095,NA,3,"SumPAHsLMW","ng/g",144.601467,NA,"1"
"311",255,47.66586,-122.56698,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Williams Olson Park",26,10,3,2059689,8.389,0.61,36.79,0.7672,0.0525,"SumPAHs16","ng/g",150.6265281,NA,2,"SumPAHs42_DMNcorrected","ng/g",301.2530562,NA,2,"SumPAHsHMW","ng/g",156.6515892,NA,1,"SumPAHsHMW","ng/g",156.6515892,NA,1,"Sum40CBs","ng/g",40.3679095,NA,3,"SumPAHsLMW","ng/g",144.601467,NA,"1"
"312",256,47.66586,-122.56698,"47.5 - 47.79",-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Williams Olson Park",26,10,3,2318505,2.408,0.675,34.051,0.7595,0.0643,"SumPAHs16","ng/g",150.6265281,NA,2,"SumPAHs42_DMNcorrected","ng/g",301.2530562,NA,2,"SumPAHsHMW","ng/g",156.6515892,NA,1,"SumPAHsHMW","ng/g",156.6515892,NA,1,"Sum40CBs","ng/g",40.3679095,NA,3,"SumPAHsLMW","ng/g",144.601467,NA,"1"
